Unnamed: 0,author_id,rating,is_recommended,helpfulness,total_feedback_count,total_neg_feedback_count,total_pos_feedback_count,submission_time,review_text,review_title,skin_tone,eye_color,skin_type,hair_color,product_id,product_name,brand_name,price_usd
69,6299142901,1,0.0,0.8333330154418945,6,1,5,2021-01-13,"I have moderate cystic acne, so no spot treatment magically gets rid of breakouts overnight for me, but some do work better than others. These are by far the worst option I’ve ever tried. Not only do they not work, they don’t stay on well either. I wear patches like this overnight and I’ve never had an issue with them falling off until I tried this brand. Don’t waste your money.",Don't work,lightMedium,hazel,oily,blonde,P442857,Focuspot Micro Tip Patches,Dr. Jart+,20.0
70,6521685628,3,1.0,1.0,7,0,7,2021-01-12,"I love the idea of this product but you’re basically paying for packaging. I can say I did see a significant difference in my dark spots after 3 uses, they got smaller in size and lighter in color.",,mediumTan,brown,oily,brown,P442857,Focuspot Micro Tip Patches,Dr. Jart+,20.0
71,2159152763,5,1.0,1.0,4,0,4,2021-01-11,"so i bought these micro tip patches because i had a hormonal breakout on my jawline and my friend recommended them to me. they are a bit pricy for only 6 and i agree with all the reviews that say the packaging is unnecessary but i do feel like they work. i put them on overnight and by the morning the 3 painful pimples were gone. i also do enjoy the little prickly feeling, it feels like it’s really getting in there and getting all the gross gunk out.",blemishes gone.,light,hazel,oily,brown,P442857,Focuspot Micro Tip Patches,Dr. Jart+,20.0
72,7595364341,3,0.0,1.0,15,0,15,2021-01-06,"So I really do love these and they work on my dark circles, however for the price it is just not worth it. You only get two sets and it’s beyond expensive for only getting four patches (two sets) so only get to use them twice.",,medium,blue,combination,brown,P442857,Focuspot Micro Tip Patches,Dr. Jart+,20.0
73,2009197532,1,0.0,1.0,4,0,4,2021-01-04,Absolutely no difference after using this product. Waste of money.,waste of money,lightMedium,green,combination,blonde,P442857,Focuspot Micro Tip Patches,Dr. Jart+,20.0
74,1570399858,4,1.0,0.75,4,1,3,2021-01-03,"I’ve bought these Focuspot patches several times, and I do think they work very well (similar to Zitsticka which I also use). Sometimes I have a big red under-the-skin blemish, and after I use this overnight, the blemish will work itself onto my skin’s surface so that I can use a hydrocolloid sticker to pull the gunk out and flatten that spot.I do agree the packaging is wasteful, but Zitsticka and other brands also have similar packaging. The cost is also high per patch, and I sometimes have to use 2-3 per acne spot before it gets noticeably better.These aren’t a miracle cure, but they do work on the right type of acne.",Effective Acne Treatment,light,brown,oily,auburn,P442857,Focuspot Micro Tip Patches,Dr. Jart+,20.0
75,1231307273,5,1.0,0.6666669845581055,3,1,2,2021-01-03,This reduced my pimple to the point where I could just put a little cover up on and it was not even noticeable! Flatted my big cystic pimple. Loved these. I’ve now had this three months and have had the best results. They stock and stay put over night too,,fairLight,green,dry,blonde,P442857,Focuspot Micro Tip Patches,Dr. Jart+,20.0
76,20932007813,4,1.0,1.0,2,0,2,2021-01-01,This definitely help reduce most blemishes. Be careful not to put on any creams/serums before putting on the patch or it won’t adhere to your skin.,Works!,light,blue,combination,blonde,P442857,Focuspot Micro Tip Patches,Dr. Jart+,20.0
77,28321647220,5,1.0,0.9285709857940674,14,1,13,2020-12-21,"This product works well for wrinkle lines. The low ratings from others appears to be for acne related use but if you want this for wrinkles, I highly recommend. Use as directed. Works best worn overnight.",Great for reducing wrinkles,,,,,P442857,Focuspot Micro Tip Patches,Dr. Jart+,20.0
78,11922944459,5,1.0,1.0,6,0,6,2020-12-20,"These are amazing, they do work. Those that are complaining are the very ones that do not know how to properly use. Once you place these patches, keep the pressure on it for at least 15 seconds, make sure it mends to the skin before finally pulling away, therefore it will not peel off on its own. It will feel as if it isn’t even there, no one would you see it. Someone would have to be staring real hard to see these patches on your skin. Also, you skin routine goes in hand with these patches. If your skin routine is trash, your leaving this to do all the work. Build a good friendship between these patches and your skin routine, at some point, all you will need these for is hormonal cycles. My skin is usually clear, but once blood moon comes to town, I’m left with at least one or two annoying pimples, and these are what I reach for every time.",These do work if you know how to use them properly,deep,brown,dry,black,P442857,Focuspot Micro Tip Patches,Dr. Jart+,20.0
79,1212007617,1,0.0,0.4545449912548065,11,6,5,2020-11-30,"These do nothing, absolutely nothing. Nada. Zip. Waste of money.",Don’t do a thing,fairLight,blue,combination,blonde,P442857,Focuspot Micro Tip Patches,Dr. Jart+,20.0
